Paper,Model,Year,Code,Stellar_tracks,Study_label,Paper_link,sigma_CCSN_km_s,sigma_strippedSN_km_s,alpha_CE,beta_MT,CE_optimistic_pessimistic,CE_prescription,lambda_CE,PISN_prescription,MT_stability,RMP,gamma_AM_loss,AM_loss_mechanism,Eddington_limited,f_WR,alpha_CE_notes,HG_donor_CE_survival,wind_prescription,tidal_prescription,NS_remnant_mass,IMF,initial_period_dist,mass_ratio_dist,f_bin,metallicity_range,SFR_model,max_NS_mass_Msun,sigma_ECSN_km_s,BHBH_rate_Gpc3yr,BHBH_frac_CHE,BHBH_frac_SMT,BHBH_frac_other_noCE,BHBH_frac_classicCE,BHBH_frac_SCCE,BHBH_frac_DCCE,BHBH_frac_other_CE,BHBH_total_frac_noCE,BHBH_total_frac_CE,BHNS_rate_Gpc3yr,BHNS_frac_CHE,BHNS_frac_SMT,BHNS_frac_other_noCE,BHNS_frac_classicCE,BHNS_frac_SCCE,BHNS_frac_DCCE,BHNS_frac_other_CE,BHNS_total_frac_noCE,BHNS_total_frac_CE,NSNS_rate_Gpc3yr,NSNS_frac_CHE,NSNS_frac_SMT,NSNS_frac_other_noCE,NSNS_frac_classicCE,NSNS_frac_SCCE,NSNS_frac_DCCE,NSNS_frac_other_CE,NSNS_total_frac_noCE,NSNS_total_frac_CE
Romagnolo et al. (2023),R23-C-RMAX3_Optimistic,2023,StarTrack,SSE,RO23,not used,265,265,1,0.5,optimistic,standard,Nanjing (Dominik et al. 2012),Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; optimistic CE (HG donors survive); StarTrack Webbink 1984 energy formalism,Yes (optimistic; HG donors survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; varying Rmax/METISSE/MESA prescriptions alter effective stellar radii and thus wind-driven mass loss history",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romagnolo et al. (2023),R23-D-RMAX4,2023,StarTrack,SSE,RO23,https://arxiv.org/pdf/2211.15800,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; varying Rmax/METISSE/MESA prescriptions alter effective stellar radii and thus wind-driven mass loss history",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),21.800000000000,0.000000000000,0.000000000000,0.000000000000,0.890366972500,0.000917431193,0.097247706420,0.000000000000,0.011467889910,0.988532110113,10,0.000000000000,0.00000000000,0,0.00000000000,0.002,0.283,0,0.00100000000,0.99900000000,101.59,0.000000000000,0.00000000000,0,0.9967516488,2.76E-03,0.0004921744266,0,0.00000000000,1.00000000002
Romagnolo et al. (2023),R23-D-RMAX4_Optimistic,2023,StarTrack,SSE,RO23,not used,265,265,1,0.5,optimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; optimistic CE (HG donors survive); StarTrack Webbink 1984,Yes (optimistic; HG donors survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; varying Rmax/METISSE/MESA prescriptions alter effective stellar radii and thus wind-driven mass loss history",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romagnolo et al. (2023),R23-E-RMAX4B,2023,StarTrack,SSE,RO23,https://arxiv.org/pdf/2211.15800,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; varying Rmax/METISSE/MESA prescriptions alter effective stellar radii and thus wind-driven mass loss history",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),65.260000000000,0.000000000000,0.000000000000,0.000000000000,0.967054857500,0.000919399326,0.028654612320,0.000000000000,0.003371130861,0.996628869146,15.8603,0.000000000000,0.00000000000,0,0.00000000000,0.00001891515293,0.1569957693,0,0.00063050510,0.99936949485,160.15,0.000000000000,0.00000000000,0,0.9976272245,0.001748360912,0.0006244146113,0,0.00000000000,1.00000000002
Romagnolo et al. (2023),R23-E-RMAX4B_Optimistic,2023,StarTrack,SSE,RO23,not used,265,265,1,0.5,optimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; optimistic CE (HG donors survive); StarTrack Webbink 1984,Yes (optimistic; HG donors survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; varying Rmax/METISSE/MESA prescriptions alter effective stellar radii and thus wind-driven mass loss history",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romagnolo et al. (2025),R25-A-Fiducial,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),68.540000000000,0.000000000000,0.000000000000,0.000000000000,0.946308724800,0.000000000000,0.042602859640,0.000000000000,0.011088415520,0.988911584440,13.37,0.000000000000,0.00000000000,0,0.00000000000,0,0.2019446522,0,0.01570680628,0.98429319370,111.40000000000,0.000000000000,0.00000000000,0.00000000000,0.99856373430,0.00000000000,0.00017953321,0.00000000000,0.00125673250,0.99874326751
Romagnolo et al. (2025),R25-A-Fiducial_Optimistic,2025,StarTrack,SSE,RO25,not used,265,265,1,0.5,optimistic,standard,Nanjing (Dominik et al. 2012),Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; optimistic CE (HG donors survive); StarTrack Webbink 1984 energy formalism,Yes (optimistic; HG donors survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romagnolo et al. (2025),R25-B-RMAX,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),63.420000000000,0.000000000000,0.000000000000,0.000000000000,0.950488804800,0.000000000000,0.041154210030,0.000000000000,0.008356985178,0.991643014830,11.96,0.000000000000,0.00000000000,0,0.00000000000,0,0.1814381271,0,0.01505016722,0.98494983280,113.34000000000,0.000000000000,0.00000000000,0.00000000000,0.99779424740,0.00000000000,0.00141168167,0.00000000000,0.00079407094,0.99920592907
Romagnolo et al. (2025),R25-B-RMAX_Optimistic,2025,StarTrack,SSE,RO25,not used,265,265,1,0.5,optimistic,standard,Nanjing (Dominik et al. 2012),Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; optimistic CE (HG donors survive); StarTrack Webbink 1984 energy formalism,Yes (optimistic; HG donors survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romagnolo et al. (2025),R25-C-Conv_ML1.5,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),14.600000000000,0.000000000000,0.000000000000,0.000000000000,0.954794520500,0.000000000000,0.002739726027,0.000000000000,0.042465753420,0.957534246527,12.34,0.000000000000,0.00000000000,0,0.00000000000,0,0.004862236629,0,0.02350081037,0.97649918963,53.83000000000,0.000000000000,0.00000000000,0.00000000000,0.99665613970,0.00000000000,0.00130039012,0.00000000000,0.00204347018,0.99795652982
Romagnolo et al. (2025),R25-D-Conv_ML1.5_RMAX,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),3.090000000000,0.000000000000,0.000000000000,0.000000000000,0.789644012900,0.152103559900,0.003236245955,0.000000000000,0.055016181230,0.944983818755,12.53,0.000000000000,0.00000000000,0,0.00000000000,0.01037509976,0.000798084597,0,0.01276935355,0.98723064646,2.48000000000,0.000000000000,0.00000000000,0.00000000000,0.98790322580,0.01209677419,0.00000000000,0.00000000000,0.00000000000,0.99999999999
Romagnolo et al. (2025),R25-E-Conv_ML1.82_MLTpp,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),103.491000000000,0.000000000000,0.000000000000,0.000000000000,0.960373365800,0.003285309834,0.036331661690,0.000000000000,0.000009662676,0.999990337324,12.64,0.000000000000,0.00000000000,0,0.00000000000,0.007911392405,0.0664556962,0,0.00000000000,1.00000000001,17.19000000000,0.000000000000,0.00000000000,0.00000000000,0.99534613150,0.00465386853,0.00000000000,0.00000000000,0.00000000000,1.00000000003
Romagnolo et al. (2025),R25-E-Conv_ML1.82_MLTpp_RMAX,2025,StarTrack,SSE,RO25,https://arxiv.org/abs/2410.17315,265,265,1,0.5,pessimistic,standard,Nanjing,Farmer et al. (2019),Belczynski et al. (2008) / StarTrack zeta prescription,F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),specific AM of accretor (Belczynski et al. 2008),TRUE,1,αCE=1.0; standard Webbink 1984 energy formalism; pessimistic CE (HG donors fail); StarTrack,No (pessimistic; HG donors do not survive CE),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; metallicity-scaled; varying Teff boundary and Rmax prescription per model variant",Hurley et al. (2002) BSE equilibrium tides (Hut 1981),Fryer et al. (2012) delayed; StarTrack remnant mass scheme,Kroupa et al. (1993) / Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,Flat in q = M2/M1 (StarTrack default),0.5 (StarTrack default),Z = 0.0002 to 0.02; multiple metallicity bins; StarTrack grid,Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks),38.880000000000,0.000000000000,0.000000000000,0.000000000000,0.947016460900,0.014403292180,0.037808641980,0.000000000000,0.000771604938,0.999228395060,12.42,0.000000000000,0.00000000000,0,0.00000000000,0.01771336554,0.02495974235,0,0.00000000000,0.99999999999,15.80000000000,0.000000000000,0.00000000000,0.00000000000,0.99683544300,0.00316455696,0.00000000000,0.00000000000,0.00000000000,0.99999999996
Román-Garza et al. (2022),RG21-ECSN:Full-SN:delayed,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,265,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),69.630000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.446359327900,0.553640672100,5.81000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.49569707400,0.50430292600,,,,,,,,,,
Román-Garza et al. (2022),RG21-ESCN:Full-SN:N20,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,265,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,N20 (Sukhbold et al. 2016),specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),203.490000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.203597228400,0.796402771600,69.35000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.04311463590,0.95688536410,,,,,,,,,,
Román-Garza et al. (2022),RG21-ESCN:Full-SN:rapid,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,265,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 rapid,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),115.240000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.291565428700,0.708434571300,10.71000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.29131652660,0.70868347340,,,,,,,,,,
Román-Garza et al. (2022),RG21-SN:N20,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,N20 (Sukhbold et al. 2016),specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),202.510000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.196187842600,0.803812157400,77.24000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02951838426,0.97048161570,,,,,,,,,,
Román-Garza et al. (2022),RG21-SN:delayed,2021,POSYDON,hybrid,RG21,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,265,20,1,thermal,pessimistic,standard,Nanjing,Farmer et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Hurley 2002 AM of accretor prescription),Hurley (2002) AM of accretor,TRUE,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,No (pessimistic),"Vink et al. (2000a,b) hot star winds; Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR winds; POSYDON hybrid MESA grids for MS/HeMS",Hurley et al. (2002) BSE tidal prescription; tides in MESA grids for MS/HeMS phases,"Varies per model: N20 engine (Sukhbold et al. 2016), F12 rapid, or F12 delayed (Fryer et al. 2012)",Kroupa (2001) broken power-law; M1: 10–150 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 2×10⁻² (multiple metallicity bins),IllustrisTNG100 cosmological simulation,2.5 (POSYDON default),20 (low kick for ECSN; σ_strippedSN=20 in label),70.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.444176136400,0.555823863600,5.65000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.54159292040,0.45840707960,,,,,,,,,,
